09-23-2026 15:34:55 RAM 3346/30697MB (lfb 433x4MB) SWAP 414/15348MB (cached 0MB) CPU [12%@2201,22%@2201,11%@2201,8%@2201,10%@2201,10%@2201,10%@2201,9%@2201,11%@2201,9%@2201,48%@2201,8%@2201] GR3D_FREQ 0% cpu@55.406C soc2@50.5C soc0@51.937C gpu@50.218C tj@55.406C soc1@52.125C VDD_GPU_SOC 4931mW/4931mW VDD_CPU_CV 4169mW/4169mW VIN_SYS_5V0 4923mW/4923mW
09-23-2026 15:46:37 RAM 13043/30697MB (lfb 295x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,1%@2201,75%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 38% cpu@70.75C soc2@65.312C soc0@66.375C gpu@67.656C tj@70.75C soc1@65.75C VDD_GPU_SOC 29328mW/32019mW VDD_CPU_CV 2632mW/2296mW VIN_SYS_5V0 10650mW/10217mW
09-23-2026 15:46:38 RAM 13043/30697MB (lfb 295x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,1%@2201,6%@2201,0%@2201,69%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 16% cpu@70.125C soc2@65.093C soc0@65.906C gpu@67.375C tj@70.125C soc1@65.437C VDD_GPU_SOC 25977mW/32010mW VDD_CPU_CV 2634mW/2297mW VIN_SYS_5V0 10048mW/10217mW
09-23-2026 15:46:39 RAM 13043/30697MB (lfb 295x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,72%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 93% cpu@69.75C soc2@65.312C soc0@66.187C gpu@68.968C tj@69.75C soc1@65.5C VDD_GPU_SOC 28224mW/32005mW VDD_CPU_CV 2632mW/2297mW VIN_SYS_5V0 10148mW/10217mW
09-23-2026 15:46:40 RAM 13042/30697MB (lfb 295x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,3%@2201,72%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 87% cpu@70.093C soc2@65.437C soc0@66.218C gpu@68.781C tj@69.875C soc1@65.5C VDD_GPU_SOC 29328mW/32001mW VDD_CPU_CV 2632mW/2298mW VIN_SYS_5V0 10349mW/10217mW
09-23-2026 15:46:41 RAM 13042/30697MB (lfb 295x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,33%@2201,1%@2201,34%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 95% cpu@69.5C soc2@65.625C soc0@66.437C gpu@69.281C tj@69.5C soc1@65.625C VDD_GPU_SOC 30818mW/31999mW VDD_CPU_CV 2632mW/2298mW VIN_SYS_5V0 10148mW/10217mW
09-23-2026 15:46:42 RAM 13042/30697MB (lfb 295x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,4%@2201,1%@2201,1%@2201,0%@2201,1%@2201,59%@2201,7%@2201,1%@2201,1%@2201] GR3D_FREQ 95% cpu@69.625C soc2@65.468C soc0@66.468C gpu@68.875C tj@69.625C soc1@65.562C VDD_GPU_SOC 30080mW/31996mW VDD_CPU_CV 2633mW/2299mW VIN_SYS_5V0 9847mW/10217mW
09-23-2026 15:46:43 RAM 13029/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,1%@2201,1%@2201,1%@2201,2%@2201,2%@2201,2%@2201,2%@2201,32%@2201,9%@2201,9%@2201,1%@2201] GR3D_FREQ 98% cpu@69.75C soc2@65.625C soc0@66.687C gpu@69.968C tj@69.968C soc1@65.5C VDD_GPU_SOC 33045mW/31998mW VDD_CPU_CV 2253mW/2299mW VIN_SYS_5V0 10349mW/10217mW
09-23-2026 15:46:44 RAM 13029/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,13%@2201,0%@2201] GR3D_FREQ 98% cpu@69.875C soc2@66C soc0@66.906C gpu@71.218C tj@71.218C soc1@65.625C VDD_GPU_SOC 41201mW/32011mW VDD_CPU_CV 1873mW/2298mW VIN_SYS_5V0 10768mW/10218mW
09-23-2026 15:46:45 RAM 13044/30697MB (lfb 291x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,2%@2201,2%@2201,1%@2201,2%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,35%@2201,1%@2201] GR3D_FREQ 99% cpu@70C soc2@65.937C soc0@66.781C gpu@70.281C tj@70.531C soc1@65.625C VDD_GPU_SOC 35659mW/32016mW VDD_CPU_CV 1876mW/2297mW VIN_SYS_5V0 10550mW/10218mW
09-23-2026 15:46:46 RAM 13045/30697MB (lfb 291x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,13%@2201,0%@2201] GR3D_FREQ 98% cpu@69.937C soc2@66.25C soc0@67.093C gpu@71.406C tj@71.406C soc1@65.812C VDD_GPU_SOC 41593mW/32030mW VDD_CPU_CV 1873mW/2297mW VIN_SYS_5V0 10768mW/10219mW
09-23-2026 15:46:47 RAM 13047/30697MB (lfb 291x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,2%@2201,1%@2201,1%@2201,0%@2201,27%@2201,1%@2201] GR3D_FREQ 99% cpu@70.031C soc2@66.093C soc0@67.031C gpu@71.75C tj@71.75C soc1@65.843C VDD_GPU_SOC 37879mW/32038mW VDD_CPU_CV 1875mW/2296mW VIN_SYS_5V0 10952mW/10220mW
09-23-2026 15:46:48 RAM 13047/30697MB (lfb 291x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,25%@2201,1%@2201] GR3D_FREQ 39% cpu@70.062C soc2@65.781C soc0@66.875C gpu@68.156C tj@70.343C soc1@66C VDD_GPU_SOC 35659mW/32043mW VDD_CPU_CV 1876mW/2296mW VIN_SYS_5V0 10349mW/10220mW
09-23-2026 15:46:49 RAM 13046/30697MB (lfb 291x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,8%@2201,2%@2201,2%@2201,0%@2201,0%@2201,0%@2201,15%@2201,2%@2201] GR3D_FREQ 92% cpu@70.218C soc2@66.218C soc0@67.125C gpu@71.218C tj@71.218C soc1@65.75C VDD_GPU_SOC 39362mW/32053mW VDD_CPU_CV 1874mW/2295mW VIN_SYS_5V0 11052mW/10221mW
09-23-2026 15:46:50 RAM 13012/30697MB (lfb 292x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,9%@2201,1%@2201,4%@2201,1%@2201,1%@2201,1%@2201,36%@2201,1%@2201] GR3D_FREQ 78% cpu@70.406C soc2@65.968C soc0@66.875C gpu@70.156C tj@70.406C soc1@65.906C VDD_GPU_SOC 34908mW/32057mW VDD_CPU_CV 2252mW/2295mW VIN_SYS_5V0 10349mW/10221mW
09-23-2026 15:46:51 RAM 13013/30697MB (lfb 292x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,1%@2201,9%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,69%@2201,2%@2201] GR3D_FREQ 94% cpu@70C soc2@65.937C soc0@66.812C gpu@69.812C tj@70C soc1@65.906C VDD_GPU_SOC 30832mW/32056mW VDD_CPU_CV 2630mW/2295mW VIN_SYS_5V0 9947mW/10221mW
09-23-2026 15:46:52 RAM 13036/30697MB (lfb 291x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,1%@2201,2%@2201,1%@2201,5%@2201,2%@2201,2%@2201,2%@2201,1%@2201,1%@2201,46%@2201,1%@2201] GR3D_FREQ 98% cpu@70.156C soc2@66.031C soc0@66.968C gpu@70.656C tj@70.656C soc1@65.875C VDD_GPU_SOC 33811mW/32058mW VDD_CPU_CV 2253mW/2295mW VIN_SYS_5V0 10248mW/10221mW
09-23-2026 15:46:53 RAM 13036/30697MB (lfb 291x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,14%@2201,0%@2201] GR3D_FREQ 98% cpu@70.062C soc2@66.343C soc0@67.187C gpu@71.75C tj@71.75C soc1@66C VDD_GPU_SOC 41219mW/32071mW VDD_CPU_CV 1873mW/2295mW VIN_SYS_5V0 10768mW/10222mW
09-23-2026 15:46:54 RAM 13043/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,2%@2201,1%@2201,1%@2201,2%@2201,2%@2201,1%@2201,2%@2201,1%@2201,37%@2201,2%@2201] GR3D_FREQ 99% cpu@70.156C soc2@66.062C soc0@67.093C gpu@70.5C tj@70.5C soc1@66.031C VDD_GPU_SOC 34923mW/32075mW VDD_CPU_CV 1876mW/2294mW VIN_SYS_5V0 10449mW/10222mW
09-23-2026 15:46:55 RAM 13044/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,13%@2201,0%@2201] GR3D_FREQ 98% cpu@70.437C soc2@66.406C soc0@67.156C gpu@71.875C tj@71.875C soc1@65.906C VDD_GPU_SOC 41593mW/32088mW VDD_CPU_CV 1873mW/2294mW VIN_SYS_5V0 10768mW/10223mW
09-23-2026 15:46:56 RAM 13010/30697MB (lfb 296x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,1%@2201,2%@2201,1%@2201,0%@2201,2%@2201,2%@2201,0%@2201,62%@2201,0%@2201] GR3D_FREQ 89% cpu@70.156C soc2@65.968C soc0@66.812C gpu@70.312C tj@70.312C soc1@65.937C VDD_GPU_SOC 32322mW/32088mW VDD_CPU_CV 2254mW/2294mW VIN_SYS_5V0 10048mW/10223mW
09-23-2026 15:46:57 RAM 13012/30697MB (lfb 296x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,71%@2201,2%@2201] GR3D_FREQ 88% cpu@70.406C soc2@66.031C soc0@66.968C gpu@70.625C tj@70.625C soc1@65.937C VDD_GPU_SOC 31181mW/32087mW VDD_CPU_CV 2628mW/2294mW VIN_SYS_5V0 10148mW/10223mW
09-23-2026 15:46:58 RAM 13013/30697MB (lfb 296x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,70%@2201,0%@2201] GR3D_FREQ 89% cpu@69.968C soc2@65.968C soc0@67C gpu@70.718C tj@70.718C soc1@65.937C VDD_GPU_SOC 33088mW/32089mW VDD_CPU_CV 2627mW/2295mW VIN_SYS_5V0 10148mW/10222mW
09-23-2026 15:46:59 RAM 13023/30697MB (lfb 295x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,1%@2201,0%@2201,51%@2201,1%@2201] GR3D_FREQ 38% cpu@70.156C soc2@65.718C soc0@66.593C gpu@67.937C tj@70.156C soc1@66C VDD_GPU_SOC 31932mW/32088mW VDD_CPU_CV 2254mW/2294mW VIN_SYS_5V0 10449mW/10223mW
09-23-2026 15:47:00 RAM 13026/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,3%@2201,2%@2201,2%@2201,3%@2201,2%@2201,3%@2201,4%@2201,3%@2201,2%@2201,49%@2201,3%@2201] GR3D_FREQ 99% cpu@70.031C soc2@65.625C soc0@66.656C gpu@68.812C tj@70.031C soc1@65.781C VDD_GPU_SOC 27471mW/32082mW VDD_CPU_CV 2633mW/2295mW VIN_SYS_5V0 9646mW/10222mW
09-23-2026 15:47:01 RAM 13027/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,11%@2201,0%@2201] GR3D_FREQ 98% cpu@70.343C soc2@66.281C soc0@67.187C gpu@71.187C tj@71.187C soc1@65.843C VDD_GPU_SOC 39362mW/32092mW VDD_CPU_CV 1874mW/2294mW VIN_SYS_5V0 11052mW/10223mW
09-23-2026 15:47:02 RAM 13045/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,1%@2201,30%@2201,1%@2201] GR3D_FREQ 98% cpu@70.5C soc2@66.156C soc0@66.937C gpu@69.875C tj@70.5C soc1@65.968C VDD_GPU_SOC 34172mW/32095mW VDD_CPU_CV 2253mW/2294mW VIN_SYS_5V0 10349mW/10223mW
09-23-2026 15:47:03 RAM 13045/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,47%@2201,0%@2201] GR3D_FREQ 91% cpu@70.093C soc2@66.156C soc0@67.062C gpu@70.625C tj@70.625C soc1@66C VDD_GPU_SOC 34923mW/32099mW VDD_CPU_CV 2252mW/2294mW VIN_SYS_5V0 10449mW/10224mW
09-23-2026 15:47:04 RAM 13046/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,61%@2201,1%@2201,5%@2201,1%@2201] GR3D_FREQ 88% cpu@70.093C soc2@66.062C soc0@67C gpu@70.218C tj@70.218C soc1@66C VDD_GPU_SOC 31946mW/32099mW VDD_CPU_CV 2630mW/2295mW VIN_SYS_5V0 10048mW/10223mW
09-23-2026 15:47:05 RAM 13039/30697MB (lfb 295x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,1%@2201,34%@2201,0%@2201,30%@2201,0%@2201] GR3D_FREQ 95% cpu@70.062C soc2@66.062C soc0@66.937C gpu@69.781C tj@70.062C soc1@66.093C VDD_GPU_SOC 31208mW/32097mW VDD_CPU_CV 2629mW/2295mW VIN_SYS_5V0 10148mW/10223mW
09-23-2026 15:47:06 RAM 13040/30697MB (lfb 295x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,3%@2201,1%@2201,1%@2201,31%@2201,1%@2201,36%@2201,1%@2201] GR3D_FREQ 0% cpu@70.218C soc2@65.468C soc0@66.375C gpu@66.75C tj@70.218C soc1@66C VDD_GPU_SOC 27847mW/32092mW VDD_CPU_CV 2633mW/2296mW VIN_SYS_5V0 9646mW/10222mW
09-23-2026 15:47:07 RAM 13013/30697MB (lfb 295x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,20%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@70.531C soc2@66.312C soc0@67.25C gpu@71.562C tj@71.562C soc1@66C VDD_GPU_SOC 39720mW/32102mW VDD_CPU_CV 1873mW/2295mW VIN_SYS_5V0 11052mW/10224mW
09-23-2026 15:47:08 RAM 13013/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,33%@2201,1%@2201,0%@2201,2%@2201] GR3D_FREQ 98% cpu@70.187C soc2@66.375C soc0@67.187C gpu@71.093C tj@71.093C soc1@66.031C VDD_GPU_SOC 37520mW/32109mW VDD_CPU_CV 1875mW/2294mW VIN_SYS_5V0 10952mW/10225mW
09-23-2026 15:47:09 RAM 13045/30697MB (lfb 292x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,2%@2201,37%@2201,0%@2201,20%@2201,0%@2201] GR3D_FREQ 38% cpu@70.125C soc2@65.781C soc0@66.625C gpu@67.718C tj@70.125C soc1@66.125C VDD_GPU_SOC 29704mW/32106mW VDD_CPU_CV 2630mW/2295mW VIN_SYS_5V0 10449mW/10225mW
09-23-2026 15:47:10 RAM 13016/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,2%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,41%@2201,1%@2201,32%@2201,1%@2201] GR3D_FREQ 92% cpu@70C soc2@65.812C soc0@66.781C gpu@68.906C tj@70C soc1@66.093C VDD_GPU_SOC 27095mW/32099mW VDD_CPU_CV 2633mW/2295mW VIN_SYS_5V0 10148mW/10225mW
09-23-2026 15:47:11 RAM 13018/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,72%@2201,1%@2201] GR3D_FREQ 93% cpu@70.093C soc2@65.843C soc0@67.062C gpu@69.687C tj@70.093C soc1@65.906C VDD_GPU_SOC 28939mW/32095mW VDD_CPU_CV 2630mW/2296mW VIN_SYS_5V0 10148mW/10225mW
09-23-2026 15:47:12 RAM 13021/30697MB (lfb 293x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,3%@2201,0%@2201,1%@2201,1%@2201,1%@2201,74%@2201,0%@2201] GR3D_FREQ 86% cpu@70.375C soc2@65.937C soc0@66.843C gpu@70.437C tj@70.375C soc1@65.937C VDD_GPU_SOC 30818mW/32093mW VDD_CPU_CV 2629mW/2296mW VIN_SYS_5V0 10349mW/10225mW
09-23-2026 15:47:13 RAM 13019/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,72%@2201,0%@2201] GR3D_FREQ 86% cpu@70.218C soc2@66C soc0@67C gpu@70.125C tj@70.218C soc1@65.875C VDD_GPU_SOC 32294mW/32094mW VDD_CPU_CV 2628mW/2297mW VIN_SYS_5V0 10349mW/10225mW
09-23-2026 15:47:14 RAM 13018/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,2%@2201,1%@2201,0%@2201,0%@2201,31%@2201,45%@2201] GR3D_FREQ 38% cpu@70.062C soc2@65.562C soc0@66.5C gpu@67.375C tj@70.062C soc1@65.843C VDD_GPU_SOC 28212mW/32088mW VDD_CPU_CV 2633mW/2297mW VIN_SYS_5V0 10248mW/10225mW
09-23-2026 15:47:15 RAM 13018/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,74%@2201] GR3D_FREQ 92% cpu@69.968C soc2@65.625C soc0@66.437C gpu@68.562C tj@69.968C soc1@65.906C VDD_GPU_SOC 27459mW/32082mW VDD_CPU_CV 2634mW/2298mW VIN_SYS_5V0 9847mW/10225mW
09-23-2026 15:47:16 RAM 13019/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,2%@2201,1%@2201,1%@2201,1%@2201,0%@2201,70%@2201] GR3D_FREQ 93% cpu@70C soc2@65.687C soc0@66.75C gpu@69.156C tj@70C soc1@66.031C VDD_GPU_SOC 28576mW/32077mW VDD_CPU_CV 2632mW/2298mW VIN_SYS_5V0 10248mW/10225mW
09-23-2026 15:47:17 RAM 13020/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,71%@2201] GR3D_FREQ 88% cpu@69.968C soc2@65.781C soc0@66.937C gpu@69.968C tj@69.968C soc1@65.843C VDD_GPU_SOC 30080mW/32074mW VDD_CPU_CV 2630mW/2299mW VIN_SYS_5V0 10449mW/10225mW
09-23-2026 15:47:18 RAM 13022/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,0%@2201,2%@2201,0%@2201,0%@2201,1%@2201,2%@2201,2%@2201,1%@2201,1%@2201,0%@2201,74%@2201] GR3D_FREQ 88% cpu@70.093C soc2@65.812C soc0@66.687C gpu@69.531C tj@70.093C soc1@65.875C VDD_GPU_SOC 31194mW/32073mW VDD_CPU_CV 2629mW/2299mW VIN_SYS_5V0 10851mW/10226mW
09-23-2026 15:47:19 RAM 13022/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,2%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,1%@2201,1%@2201,2%@2201,1%@2201,75%@2201] GR3D_FREQ 38% cpu@69.906C soc2@65.531C soc0@66.375C gpu@67.5C tj@69.906C soc1@65.812C VDD_GPU_SOC 28588mW/32069mW VDD_CPU_CV 2632mW/2299mW VIN_SYS_5V0 10650mW/10226mW
09-23-2026 15:47:20 RAM 13023/30697MB (lfb 294x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,74%@2201] GR3D_FREQ 4% cpu@69.906C soc2@65.406C soc0@66.281C gpu@67.718C tj@69.906C soc1@65.843C VDD_GPU_SOC 26342mW/32061mW VDD_CPU_CV 2634mW/2300mW VIN_SYS_5V0 10248mW/10226mW
09-23-2026 15:47:21 RAM 13135/30697MB (lfb 274x4MB) SWAP 414/15348MB (cached 0MB) CPU [3%@2201,3%@2201,3%@2201,2%@2201,1%@2201,2%@2201,3%@2201,2%@2201,2%@2201,2%@2201,3%@2201,60%@2201] GR3D_FREQ 98% cpu@69.687C soc2@65.875C soc0@66.75C gpu@70C tj@70C soc1@65.906C VDD_GPU_SOC 27847mW/32055mW VDD_CPU_CV 2633mW/2300mW VIN_SYS_5V0 9646mW/10226mW
09-23-2026 15:47:22 RAM 13136/30697MB (lfb 274x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,12%@2201] GR3D_FREQ 98% cpu@70.031C soc2@66.218C soc0@67.25C gpu@71.562C tj@71.562C soc1@66C VDD_GPU_SOC 40469mW/32067mW VDD_CPU_CV 1873mW/2300mW VIN_SYS_5V0 10952mW/10226mW
09-23-2026 15:47:23 RAM 13193/30697MB (lfb 266x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,2%@2201,1%@2201,2%@2201,2%@2201,2%@2201,2%@2201,3%@2201,2%@2201,3%@2201,1%@2201,46%@2201] GR3D_FREQ 98% cpu@70.031C soc2@65.875C soc0@66.593C gpu@69.906C tj@70.031C soc1@65.75C VDD_GPU_SOC 27847mW/32061mW VDD_CPU_CV 2633mW/2300mW VIN_SYS_5V0 9344mW/10225mW
09-23-2026 15:47:24 RAM 13189/30697MB (lfb 267x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,11%@2201] GR3D_FREQ 98% cpu@70.093C soc2@66.281C soc0@67.156C gpu@71.468C tj@71.468C soc1@65.906C VDD_GPU_SOC 39737mW/32071mW VDD_CPU_CV 1874mW/2300mW VIN_SYS_5V0 10952mW/10226mW
09-23-2026 15:47:25 RAM 13018/30697MB (lfb 291x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,41%@2201,1%@2201,0%@2201,2%@2201] GR3D_FREQ 88% cpu@70.5C soc2@66.156C soc0@67.125C gpu@69.906C tj@70.218C soc1@66C VDD_GPU_SOC 35268mW/32075mW VDD_CPU_CV 2252mW/2300mW VIN_SYS_5V0 10449mW/10227mW
09-23-2026 15:47:26 RAM 13019/30697MB (lfb 291x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,0%@2201,1%@2201,1%@2201,2%@2201,1%@2201,0%@2201,1%@2201,46%@2201,0%@2201,33%@2201,1%@2201] GR3D_FREQ 38% cpu@70.125C soc2@65.781C soc0@66.593C gpu@67.531C tj@70.125C soc1@66C VDD_GPU_SOC 28200mW/32070mW VDD_CPU_CV 2629mW/2300mW VIN_SYS_5V0 9947mW/10226mW
09-23-2026 15:47:27 RAM 13020/30697MB (lfb 291x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,74%@2201,0%@2201] GR3D_FREQ 93% cpu@70.062C soc2@65.843C soc0@66.781C gpu@68.531C tj@70.062C soc1@66.093C VDD_GPU_SOC 27459mW/32064mW VDD_CPU_CV 2633mW/2300mW VIN_SYS_5V0 10048mW/10226mW
09-23-2026 15:47:28 RAM 13018/30697MB (lfb 291x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,72%@2201,1%@2201] GR3D_FREQ 92% cpu@70.093C soc2@65.812C soc0@66.937C gpu@69.031C tj@70.093C soc1@65.843C VDD_GPU_SOC 29328mW/32060mW VDD_CPU_CV 2632mW/2301mW VIN_SYS_5V0 10248mW/10226mW
09-23-2026 15:47:29 RAM 13020/30697MB (lfb 291x4MB) SWAP 414/15348MB (cached 0MB) CPU [67%@2201,2%@2201,1%@2201,1%@2201,5%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 88% cpu@70.75C soc2@65.968C soc0@66.875C gpu@69.968C tj@70.781C soc1@65.843C VDD_GPU_SOC 30054mW/32058mW VDD_CPU_CV 2629mW/2301mW VIN_SYS_5V0 10248mW/10226mW
09-23-2026 15:47:30 RAM 13022/30697MB (lfb 292x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,39%@2201,31%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 90% cpu@70.968C soc2@65.906C soc0@66.843C gpu@70C tj@70.968C soc1@65.937C VDD_GPU_SOC 31946mW/32058mW VDD_CPU_CV 2629mW/2302mW VIN_SYS_5V0 10048mW/10226mW
